sample_id,cs_br_concentration,pb_br2_concentration,temperature,solvent_type,oa_concentration,oam_concentration,reaction_time,phase_label,bandgap,plqy,emission_peak,emission_fwhm,particle_size,size_distribution_width,lifetime,stability_score,phase_purity
628,1.46,1.7,102.4,2,0.482,0.094,22.2,4,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.78,0.97
629,1.62,1.55,179.2,0,0.143,0.044,14.2,0,2.3,0.707,517.3,17.2,12.6,0.36,11.9,0.7,0.92
630,1.24,1.98,176.7,1,0.407,0.376,17.4,2,3.09,0.359,457.0,21.7,6.1,0.47,4.1,0.73,0.95
631,2.22,0.75,104.3,4,0.459,0.491,8.6,1,4.06,0.111,427.8,14.1,4.9,0.37,8.5,0.91,0.88
632,2.15,1.82,199.1,4,0.021,0.052,5.1,0,2.27,0.769,514.8,24.7,10.5,0.3,21.0,0.9,0.91
633,1.29,1.49,139.3,4,0.176,0.204,23.8,0,2.41,0.73,511.5,14.5,12.1,0.26,23.9,0.75,0.82
634,0.79,0.61,195.0,1,0.378,0.151,10.2,0,2.3,0.862,518.0,20.3,11.7,0.26,18.5,0.53,0.89
635,0.74,1.92,166.2,0,0.349,0.15,14.7,2,2.7,0.477,472.3,18.2,6.6,0.38,7.2,0.52,0.86
636,0.56,1.55,186.1,3,0.376,0.385,15.6,2,2.95,0.274,447.1,18.6,10.2,0.5,1.3,0.88,0.82
637,1.0,0.64,124.5,0,0.227,0.375,11.0,1,4.25,0.163,409.6,24.8,4.4,0.46,5.4,0.51,0.83
638,2.23,1.67,193.6,3,0.035,0.091,11.9,0,2.4,0.839,508.3,17.7,9.8,0.24,11.9,0.73,0.97
639,0.58,1.4,142.7,1,0.484,0.038,17.1,0,2.29,0.675,530.7,18.5,9.3,0.31,13.9,0.93,0.92
640,1.49,1.57,180.8,0,0.051,0.07,23.5,0,2.37,0.701,515.9,23.5,7.9,0.21,7.4,0.82,0.82
641,1.45,0.92,155.7,3,0.033,0.044,26.9,0,2.28,0.683,521.9,26.9,10.2,0.24,17.1,0.59,0.84
642,1.82,1.32,155.7,3,0.033,0.395,9.6,0,2.31,0.732,517.3,21.3,10.6,0.41,16.8,0.89,0.82
643,1.83,1.38,100.9,1,0.16,0.122,17.0,1,3.9,0.167,431.6,20.3,4.3,0.25,2.3,0.93,0.81
644,1.83,1.79,114.5,0,0.239,0.495,6.8,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.81,0.88
645,1.75,1.91,182.8,3,0.03,0.216,26.8,0,2.45,0.826,529.0,15.3,9.2,0.42,8.8,0.56,0.92
646,2.08,1.83,164.6,1,0.121,0.261,17.4,3,2.35,0.259,451.1,20.9,7.8,0.21,1.6,0.64,0.6
647,1.06,1.48,198.7,2,0.152,0.268,13.2,2,2.77,0.677,448.2,23.2,7.9,0.41,2.8,0.96,0.92
648,1.82,1.36,146.9,0,0.346,0.488,18.3,1,3.85,0.138,385.9,22.8,3.3,0.27,3.1,0.96,0.86
649,0.98,0.79,197.2,1,0.413,0.259,15.3,0,2.17,0.868,522.4,23.3,5.8,0.29,21.6,0.84,0.87
650,1.59,0.98,179.8,4,0.26,0.059,23.1,0,2.3,0.935,513.9,24.1,8.7,0.31,9.1,0.7,0.94
651,2.36,1.19,134.1,2,0.303,0.126,29.2,1,4.12,0.018,419.7,26.3,5.0,0.34,3.2,1.0,0.92
652,1.05,1.35,119.9,0,0.491,0.314,17.2,4,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.57,0.82
653,2.02,1.99,104.1,0,0.139,0.274,11.7,4,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.96,0.94
654,0.91,1.84,156.7,0,0.056,0.488,23.0,2,2.88,0.523,463.0,20.1,10.0,0.31,0.5,0.62,0.8
655,1.67,1.64,117.2,3,0.102,0.308,28.9,4,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.63,0.9
656,0.69,1.77,122.1,3,0.305,0.446,27.9,0,2.02,0.949,520.3,22.4,6.4,0.45,11.6,0.92,0.88
657,1.39,0.73,188.8,4,0.375,0.012,24.1,0,2.32,0.75,510.5,18.1,11.3,0.21,10.1,0.72,0.84
658,0.79,0.62,183.7,3,0.084,0.202,10.4,0,2.3,0.776,535.7,18.3,11.6,0.46,22.4,0.78,0.93
659,0.63,1.57,102.2,4,0.173,0.19,17.3,4,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.95,0.82
660,1.01,0.84,136.7,2,0.239,0.084,26.3,1,3.73,0.097,420.7,22.8,3.2,0.43,4.8,0.54,0.98
661,0.68,1.54,105.0,0,0.263,0.128,8.7,4,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.59,0.88
662,0.83,0.6,187.2,4,0.026,0.327,24.6,0,2.38,0.858,517.8,17.9,5.4,0.47,15.8,0.6,0.94
663,0.63,0.65,181.7,1,0.267,0.39,18.8,0,2.48,0.853,531.1,24.9,11.4,0.3,16.9,0.91,0.9
664,2.29,1.09,116.7,3,0.078,0.066,26.5,1,4.04,0.183,393.1,22.2,4.9,0.25,6.2,0.82,0.95
665,0.63,1.07,100.1,3,0.264,0.245,23.9,4,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.86,0.98
666,1.43,1.47,152.0,4,0.289,0.419,15.1,0,2.36,0.777,523.3,21.1,9.2,0.5,15.4,0.92,0.82
667,2.31,1.07,130.0,0,0.157,0.099,5.4,1,3.64,0.178,428.1,21.3,6.6,0.39,1.8,0.65,0.85
668,0.53,0.84,143.9,3,0.2,0.356,14.3,0,2.47,0.985,520.2,19.1,11.1,0.31,13.2,0.68,0.98
669,2.27,1.81,107.8,2,0.177,0.256,16.9,1,4.27,0.109,396.1,22.4,5.1,0.25,9.2,1.0,0.83
670,1.92,0.9,102.5,1,0.315,0.186,16.2,1,3.76,0.21,402.4,16.4,5.7,0.38,7.7,0.94,0.95
671,1.37,1.27,166.6,4,0.364,0.283,6.7,0,2.39,0.76,514.3,19.6,8.2,0.24,11.1,0.96,0.82
672,1.27,1.09,104.2,2,0.006,0.066,15.5,4,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.71,0.91
673,2.48,0.82,199.1,1,0.429,0.133,17.1,3,2.01,0.0,491.2,18.4,11.1,0.22,0.9,0.81,0.6
674,2.46,1.78,195.6,2,0.289,0.274,27.5,0,2.35,0.74,513.5,23.8,11.7,0.41,11.0,0.8,0.98
675,0.95,0.53,148.3,2,0.47,0.15,29.3,1,3.88,0.166,409.7,17.1,3.5,0.28,6.1,0.92,0.84
676,2.41,1.2,115.3,0,0.349,0.253,15.3,1,3.67,0.098,421.4,22.1,4.8,0.39,7.8,0.89,0.99
677,0.61,1.11,143.2,3,0.237,0.015,28.4,0,2.25,0.818,540.5,20.4,5.0,0.38,6.9,0.64,0.92
678,0.83,0.74,132.7,3,0.427,0.05,7.1,0,2.41,0.862,528.6,15.8,13.7,0.44,14.1,0.53,0.89
679,0.57,0.94,184.4,2,0.333,0.044,9.1,2,2.82,0.433,465.1,20.0,8.6,0.21,9.5,0.89,0.98
680,2.15,1.24,126.7,2,0.308,0.263,25.8,1,3.9,0.146,415.4,18.6,4.4,0.39,4.7,0.8,0.94
681,0.56,1.78,166.5,3,0.405,0.179,17.7,2,2.84,0.408,478.1,23.2,5.8,0.27,6.7,0.66,0.85
682,0.8,0.73,107.9,4,0.438,0.074,30.0,4,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.86,0.86
683,1.17,0.98,123.9,3,0.218,0.061,21.1,0,2.17,0.757,526.3,19.2,9.5,0.25,15.2,0.6,0.81
684,0.56,1.78,125.2,1,0.406,0.232,29.2,0,2.37,0.717,526.6,18.8,7.0,0.49,7.9,0.88,0.97
685,0.87,1.8,116.4,2,0.208,0.243,29.7,4,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.8,0.99
686,2.31,1.58,141.8,0,0.316,0.356,25.0,1,3.8,0.147,410.8,20.6,3.1,0.35,5.4,0.83,0.95
687,1.51,1.3,189.0,4,0.306,0.306,15.9,0,2.39,0.834,509.5,16.3,9.5,0.36,15.1,0.67,0.88
688,1.75,1.69,147.5,3,0.465,0.457,20.2,0,2.27,0.747,532.3,20.8,8.4,0.4,18.5,0.95,0.85
689,1.03,1.3,104.1,3,0.119,0.001,6.2,4,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.9,0.91
690,2.3,1.91,101.6,2,0.384,0.332,17.4,1,3.68,0.12,385.3,24.2,4.4,0.32,1.4,0.86,0.84
691,1.81,0.52,143.0,2,0.323,0.473,5.5,1,4.13,0.211,408.9,18.5,6.5,0.47,3.2,0.6,0.83
692,0.7,1.9,130.9,4,0.346,0.32,6.9,0,2.47,0.963,523.5,20.6,9.8,0.28,6.6,0.59,0.95
693,1.18,1.25,183.5,4,0.233,0.061,21.7,0,2.45,0.888,514.0,22.7,11.6,0.42,26.2,0.96,0.92
694,2.44,1.65,199.2,1,0.073,0.08,25.4,0,2.07,0.83,518.3,23.2,9.6,0.33,7.9,0.9,0.96
695,1.3,0.75,162.1,3,0.387,0.374,6.7,0,2.32,0.945,530.0,20.4,8.8,0.39,10.1,0.6,0.81
696,1.41,0.51,135.5,2,0.324,0.208,25.9,1,4.29,0.131,434.8,16.8,6.0,0.23,3.6,0.57,0.9
697,2.49,1.59,134.1,4,0.405,0.393,21.0,1,3.91,0.212,406.2,25.6,5.1,0.4,7.9,1.0,0.94
698,2.13,2.0,128.1,3,0.491,0.488,14.1,0,2.29,0.698,528.1,20.5,10.3,0.24,17.0,0.76,0.92
699,0.7,0.67,197.5,2,0.159,0.062,19.4,0,2.33,0.815,513.6,20.2,13.1,0.22,4.0,0.86,0.99
700,2.24,1.32,190.6,2,0.05,0.202,28.3,0,2.33,0.769,511.8,20.9,12.8,0.48,16.7,0.5,0.98
701,0.59,1.71,140.6,0,0.132,0.295,19.0,0,2.35,0.83,512.3,22.8,7.9,0.21,9.8,0.61,0.94
702,0.84,1.94,186.4,4,0.119,0.204,22.0,2,3.04,0.357,457.1,17.8,5.1,0.33,5.1,0.81,0.88
703,2.15,0.94,113.6,4,0.206,0.289,11.7,1,3.59,0.08,406.9,19.9,4.3,0.23,4.9,0.8,0.95
704,1.88,1.36,181.4,4,0.06,0.336,8.3,3,3.1,0.347,476.4,21.4,6.0,0.49,6.0,0.79,0.6
705,1.8,1.58,183.0,0,0.207,0.171,16.2,0,2.27,0.759,501.3,17.4,14.0,0.28,19.2,0.83,0.97
706,0.79,1.08,118.8,1,0.245,0.475,15.9,4,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.89,0.97
707,2.0,1.29,120.4,0,0.441,0.07,12.0,1,3.95,0.143,411.1,16.4,5.3,0.38,3.3,0.72,0.94
708,1.05,1.22,139.1,1,0.24,0.219,8.3,0,2.42,0.74,512.2,19.7,12.5,0.39,17.4,0.69,0.85
709,0.7,1.79,151.6,2,0.373,0.01,19.2,2,2.99,0.506,454.1,25.3,7.4,0.43,3.8,0.81,0.96
710,1.56,0.77,149.7,4,0.002,0.479,13.2,1,3.68,0.126,392.3,19.9,5.0,0.26,6.3,0.88,0.85
711,2.11,1.38,162.9,4,0.283,0.178,14.5,0,2.35,0.868,514.4,17.8,11.2,0.43,9.3,0.72,0.91
712,1.88,0.65,189.6,1,0.205,0.022,16.7,0,2.28,0.797,515.4,19.8,12.5,0.42,15.6,0.69,0.81
713,0.52,1.38,112.0,2,0.322,0.445,27.3,4,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.96,0.92
714,0.69,0.88,159.8,1,0.022,0.344,18.5,2,2.77,0.321,483.0,20.9,8.1,0.32,3.7,0.67,0.82
715,1.67,1.89,127.8,3,0.348,0.467,23.8,0,2.38,0.941,532.9,19.0,9.7,0.45,12.2,0.62,0.81
716,0.86,1.74,119.8,2,0.23,0.331,10.6,4,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.6,0.93
717,2.26,0.95,168.7,1,0.344,0.417,9.0,0,2.45,0.813,522.4,25.1,11.7,0.33,17.5,0.54,0.88
718,1.37,1.55,116.6,4,0.357,0.442,18.3,4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.8,0.99
719,1.67,1.0,145.3,4,0.266,0.284,28.8,1,3.66,0.181,413.4,19.9,4.2,0.42,6.4,0.89,0.8
720,1.31,1.06,153.5,0,0.437,0.058,22.4,0,2.32,0.954,524.7,13.5,9.7,0.37,16.4,0.87,0.83
721,1.54,1.31,123.2,1,0.12,0.025,26.5,0,2.41,0.856,530.6,21.9,11.2,0.36,17.2,0.91,0.81
722,1.48,1.76,114.0,1,0.349,0.045,8.7,4,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.54,0.95
723,1.42,1.52,199.3,2,0.015,0.383,24.5,0,2.37,0.728,501.4,18.8,9.9,0.25,14.7,0.54,0.94
724,1.46,1.71,143.9,4,0.324,0.029,20.8,0,2.16,0.856,520.9,22.3,8.8,0.23,21.2,0.88,0.85
725,0.67,1.72,160.0,4,0.27,0.144,18.1,2,2.79,0.456,453.2,17.8,8.6,0.39,6.9,0.52,0.89
726,0.55,1.4,100.3,2,0.443,0.189,20.9,4,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.86,0.86
727,0.8,1.07,112.3,3,0.075,0.135,10.7,4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.91,0.96
728,1.25,0.56,171.4,3,0.027,0.104,15.3,0,2.22,0.67,515.0,19.5,10.1,0.39,7.3,0.96,0.84
729,0.63,0.9,104.7,0,0.433,0.126,18.2,4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.96,0.95
730,1.02,1.6,196.2,1,0.274,0.237,27.0,2,2.9,0.516,458.5,18.2,7.1,0.27,3.4,0.84,0.83
731,1.3,1.52,172.6,4,0.286,0.335,23.3,0,2.34,0.863,506.1,16.7,11.5,0.36,20.9,0.61,0.86
732,2.06,0.62,187.3,3,0.146,0.491,14.7,0,2.3,0.632,522.0,18.2,9.6,0.4,17.1,0.67,0.94
733,1.09,1.94,191.1,0,0.334,0.235,12.7,2,2.98,0.258,429.7,13.4,7.7,0.21,4.2,0.61,0.82
734,0.98,1.55,151.9,2,0.166,0.486,16.6,2,2.93,0.419,458.7,19.6,7.6,0.46,4.4,0.62,0.98
735,0.92,1.65,135.5,4,0.129,0.158,22.7,0,2.31,0.854,523.6,17.0,10.5,0.42,11.4,0.89,0.91
736,1.71,0.8,159.3,1,0.246,0.067,21.1,0,2.4,0.825,523.9,24.3,10.2,0.43,19.2,0.75,0.99
737,2.48,0.64,196.1,3,0.389,0.36,18.1,3,2.77,0.296,516.0,17.7,9.6,0.32,4.1,0.77,0.6
738,2.18,1.29,101.3,3,0.167,0.318,17.4,1,3.85,0.058,378.6,25.6,3.6,0.46,2.6,0.84,0.88
739,1.72,1.02,188.6,0,0.156,0.035,8.1,0,2.31,0.719,513.1,17.3,9.7,0.45,18.4,0.79,0.95
740,1.31,0.76,172.3,1,0.303,0.253,6.8,0,2.25,0.89,539.5,18.0,12.6,0.29,5.7,0.76,0.88
741,1.99,1.74,163.0,2,0.119,0.468,15.7,0,2.3,0.679,533.6,14.8,11.9,0.48,19.3,0.97,0.97
742,0.61,1.83,136.1,3,0.442,0.044,26.8,3,2.79,0.486,465.8,21.5,12.0,0.27,5.7,0.95,0.6
743,1.21,1.73,150.9,1,0.218,0.054,20.7,2,2.65,0.466,455.9,20.9,7.3,0.28,7.4,0.87,0.81
744,0.98,1.84,100.5,4,0.493,0.39,13.6,4,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.87,0.91
745,1.31,0.82,164.5,4,0.362,0.027,21.7,0,2.13,0.753,507.2,20.8,11.8,0.37,12.6,0.64,0.84
746,0.53,1.99,199.2,4,0.404,0.201,19.9,2,2.64,0.236,447.3,22.0,6.2,0.44,7.0,0.92,0.93
747,2.02,1.62,167.6,3,0.045,0.261,8.6,0,2.19,0.675,513.2,19.3,9.0,0.37,12.6,0.94,0.91
748,2.08,1.79,195.3,1,0.054,0.42,25.2,0,2.47,0.833,503.0,21.6,7.7,0.49,21.6,0.51,0.91
749,0.81,1.46,145.7,3,0.486,0.015,16.0,0,2.35,0.713,542.3,16.4,9.6,0.27,11.7,0.68,0.85
750,2.4,0.71,189.7,0,0.418,0.49,25.7,0,2.18,1.0,514.8,21.1,10.8,0.41,11.5,0.77,0.97
751,0.79,1.39,135.9,1,0.217,0.133,24.6,0,2.24,0.726,527.1,22.5,13.4,0.2,9.8,0.84,0.94
752,0.79,0.79,152.9,4,0.168,0.462,8.0,0,2.31,0.817,510.1,23.2,11.6,0.43,17.3,0.95,0.97
753,2.17,0.75,175.2,0,0.003,0.426,15.9,0,2.24,0.827,517.6,21.9,13.6,0.43,13.0,0.83,0.96
754,1.17,1.95,185.4,0,0.473,0.188,6.4,2,2.9,0.426,456.1,19.1,7.6,0.42,6.9,0.59,0.93
755,0.89,1.37,144.3,3,0.313,0.025,14.2,0,2.33,0.773,541.1,21.5,7.5,0.32,26.2,0.94,0.95
756,2.03,1.12,113.0,1,0.172,0.278,7.3,1,4.07,0.206,392.7,14.0,6.0,0.48,7.6,0.97,0.81
757,2.06,0.53,193.7,4,0.131,0.485,10.0,0,2.29,0.845,522.8,18.8,11.7,0.48,18.3,0.7,0.89
758,2.35,1.2,120.5,1,0.339,0.039,9.1,1,4.33,0.124,417.2,22.6,3.4,0.49,4.1,0.77,1.0
759,1.25,0.79,144.7,4,0.148,0.132,6.2,1,4.1,0.247,402.8,21.5,4.8,0.32,0.5,0.55,0.86
760,2.49,0.85,120.5,2,0.416,0.199,18.4,1,3.87,0.247,395.7,16.5,4.9,0.35,5.7,0.92,0.93
761,2.26,1.84,158.9,1,0.051,0.097,18.0,0,2.28,0.859,531.1,16.5,9.8,0.42,12.1,0.71,0.97
762,2.25,1.31,187.7,4,0.089,0.341,13.0,3,2.46,0.383,513.0,19.8,9.4,0.44,2.3,0.71,0.6
763,1.86,1.99,145.4,0,0.201,0.469,10.9,0,2.22,0.811,514.5,17.2,10.5,0.2,13.0,0.92,0.84
764,1.76,0.99,115.9,3,0.339,0.33,5.4,1,3.88,0.074,448.7,18.2,6.4,0.32,5.5,0.83,0.99
765,0.65,1.36,132.7,3,0.484,0.377,28.9,0,2.33,0.652,516.8,24.2,10.3,0.36,17.1,0.98,0.83
766,2.34,1.78,179.8,4,0.346,0.115,26.0,0,2.1,0.769,504.4,27.9,10.0,0.39,13.0,0.92,0.92
767,1.61,0.6,108.4,2,0.226,0.273,16.4,1,4.16,0.191,379.2,17.0,4.6,0.31,6.8,0.7,0.88
768,0.89,1.65,165.7,0,0.467,0.226,14.5,2,3.19,0.572,467.8,15.7,7.6,0.34,3.2,0.77,0.97
769,1.65,1.15,149.7,1,0.419,0.065,17.9,1,3.75,0.203,455.4,21.0,6.4,0.3,3.0,0.59,0.93
770,0.97,0.58,126.9,0,0.332,0.434,23.9,1,3.87,0.088,425.4,22.9,4.5,0.21,4.4,0.95,0.84
771,1.99,1.78,126.8,1,0.467,0.197,19.8,0,2.25,0.689,534.7,24.1,9.2,0.39,19.1,0.79,0.85
772,1.28,1.8,186.6,1,0.273,0.451,19.3,2,3.04,0.531,467.4,24.5,7.8,0.47,6.3,0.86,0.99
773,0.86,1.92,138.9,4,0.086,0.473,10.5,0,2.46,0.724,531.4,18.7,9.6,0.46,17.2,0.86,0.87
774,0.55,1.47,151.9,3,0.475,0.279,5.4,2,2.87,0.4,472.5,14.9,6.8,0.27,6.0,0.56,0.94
775,1.52,1.37,192.6,0,0.457,0.3,9.1,0,2.43,0.845,512.2,25.3,10.3,0.23,11.7,0.54,0.86
776,0.72,1.74,120.2,1,0.364,0.183,27.2,0,2.38,0.609,522.9,19.7,8.5,0.33,15.9,0.98,0.85
777,2.19,1.55,164.3,0,0.142,0.385,7.2,0,2.28,0.843,528.8,18.1,3.2,0.41,8.7,0.8,0.97
778,2.02,0.51,136.1,1,0.422,0.263,26.4,1,3.86,0.133,417.3,22.0,5.6,0.44,5.8,0.53,0.86
779,2.05,1.26,179.2,3,0.269,0.14,26.6,0,2.2,0.767,508.5,19.3,14.2,0.28,9.5,0.71,0.87
780,2.23,1.68,184.2,2,0.089,0.064,29.0,0,2.18,0.979,516.3,21.2,8.4,0.24,21.1,0.52,0.96
781,1.25,0.84,164.7,1,0.036,0.118,21.1,0,2.13,0.85,519.7,22.3,9.2,0.26,12.4,0.76,0.93
782,1.35,1.61,168.2,2,0.152,0.426,18.1,0,2.4,0.521,503.1,20.2,7.7,0.46,18.5,0.72,0.93
783,1.38,1.92,164.3,1,0.373,0.065,26.1,2,2.89,0.605,458.2,18.8,9.1,0.48,6.3,0.91,0.94
784,2.12,0.66,113.4,0,0.063,0.303,27.0,1,3.96,0.107,393.3,19.3,4.8,0.42,6.8,0.71,0.9
785,0.91,1.33,134.5,4,0.083,0.236,18.0,3,2.36,0.096,489.6,18.0,10.8,0.3,5.0,0.81,0.6
786,1.47,1.07,186.3,0,0.163,0.309,17.8,0,2.21,0.747,510.4,17.8,12.1,0.42,10.1,0.59,0.89
787,0.74,1.2,106.3,1,0.099,0.394,23.2,4,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.83,0.99
788,2.41,1.89,132.6,1,0.078,0.478,27.7,1,3.95,0.2,413.3,17.6,5.4,0.46,5.8,0.54,0.86
789,1.61,0.72,189.7,2,0.327,0.351,11.1,0,2.35,0.759,511.9,17.0,9.4,0.39,17.9,0.87,0.98
790,0.94,1.71,129.0,0,0.286,0.131,11.3,0,2.32,0.664,519.0,14.7,8.8,0.46,18.1,0.72,0.84
791,0.85,0.6,105.5,1,0.333,0.298,24.0,1,4.17,0.108,415.2,20.7,6.5,0.49,4.0,0.97,0.9
792,0.76,0.54,167.5,0,0.067,0.182,23.2,0,2.36,0.822,522.9,20.2,10.1,0.44,9.2,0.84,0.89
793,1.51,1.8,143.8,1,0.347,0.361,27.0,0,2.25,0.857,497.8,22.0,9.0,0.44,4.2,0.91,0.81
794,0.53,1.97,123.6,3,0.323,0.407,26.4,0,2.33,0.824,523.0,21.2,9.0,0.47,22.8,0.93,0.8
795,0.8,1.37,177.9,4,0.375,0.332,7.3,2,2.94,0.526,469.7,25.2,6.7,0.47,6.3,0.79,1.0
796,0.67,1.53,150.0,4,0.484,0.073,6.2,0,2.34,0.856,531.2,19.0,12.1,0.34,9.7,0.83,0.81
797,1.71,1.62,108.9,0,0.191,0.052,27.8,4,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.57,0.87
798,1.99,1.29,143.8,1,0.099,0.311,23.2,1,3.87,0.213,414.5,21.1,4.2,0.36,3.8,0.94,0.96
799,2.05,0.66,176.4,2,0.088,0.045,5.6,0,2.21,0.704,527.5,17.2,13.5,0.37,13.8,0.8,0.88
800,0.53,1.73,119.4,2,0.497,0.175,14.5,4,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.91,0.95
801,0.5,1.9,171.6,4,0.298,0.064,22.4,2,2.87,0.45,485.9,21.8,10.3,0.33,6.1,0.68,0.87
802,1.23,0.96,192.4,1,0.423,0.13,6.9,0,2.33,0.846,516.7,23.0,10.1,0.34,19.8,0.78,0.86
803,0.83,1.43,144.3,0,0.216,0.431,5.6,0,2.36,0.858,507.4,18.7,6.5,0.46,18.3,0.91,0.94
804,1.78,0.83,171.0,2,0.016,0.029,5.4,0,2.51,0.659,504.3,17.0,8.7,0.44,16.6,0.81,0.87
805,1.68,1.67,134.8,2,0.213,0.086,11.2,0,2.45,0.918,519.9,22.9,12.1,0.43,19.1,0.9,0.9
806,0.58,0.54,191.1,3,0.277,0.05,15.0,0,2.35,0.832,507.5,14.5,9.7,0.4,14.0,0.72,0.83
807,0.56,1.58,197.4,0,0.232,0.098,6.1,2,2.79,0.472,451.6,20.8,8.3,0.46,5.3,0.68,0.91
808,1.05,0.95,180.1,1,0.057,0.098,5.4,0,2.18,0.961,515.1,18.8,8.1,0.35,8.6,0.6,0.91
809,1.17,2.0,180.4,1,0.303,0.078,25.2,2,3.21,0.365,473.3,18.4,5.3,0.31,5.4,0.53,0.85
810,0.78,1.78,101.9,0,0.49,0.201,15.6,4,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.88,0.96
811,0.6,1.38,166.7,0,0.457,0.019,23.7,2,3.08,0.444,468.8,16.2,8.2,0.45,2.1,0.85,0.94
812,1.65,0.97,166.8,0,0.158,0.086,11.4,0,2.24,0.93,523.1,16.8,8.4,0.35,22.5,0.76,0.9
813,0.95,0.6,146.3,3,0.343,0.407,14.6,1,3.72,0.111,405.7,21.6,4.2,0.23,5.3,0.52,0.9
814,1.03,0.85,117.4,2,0.218,0.105,22.2,1,4.06,0.083,408.1,23.8,4.7,0.23,2.2,0.53,0.96
815,1.03,1.83,184.8,1,0.013,0.234,17.9,2,2.73,0.503,446.5,21.1,8.3,0.22,6.6,0.51,0.96
816,1.76,0.64,193.1,4,0.472,0.4,10.9,0,2.42,0.801,507.0,16.5,6.6,0.43,12.3,0.56,1.0
817,2.43,1.6,153.8,4,0.482,0.464,17.7,0,2.32,0.958,498.7,17.2,13.8,0.29,20.4,0.73,0.98
818,1.21,1.27,192.7,4,0.491,0.486,14.3,0,2.43,0.765,519.1,20.6,12.5,0.33,11.8,0.91,0.84
819,0.88,1.35,130.0,3,0.046,0.324,7.1,0,2.43,0.916,510.5,17.1,7.0,0.38,5.4,0.58,0.95
820,1.28,1.91,167.0,3,0.332,0.025,6.1,2,3.05,0.353,475.0,25.3,7.9,0.44,3.3,0.52,0.98
821,1.78,0.77,128.4,4,0.279,0.167,14.4,1,3.99,0.24,431.6,17.1,3.3,0.4,4.2,0.82,0.98
822,2.35,1.55,128.3,4,0.188,0.273,23.0,1,3.8,0.199,403.7,23.6,4.9,0.25,3.9,0.67,0.88
823,0.82,1.9,158.0,1,0.413,0.203,18.6,2,2.93,0.534,470.0,17.6,5.6,0.27,2.6,0.75,0.92
824,2.26,0.71,125.9,3,0.076,0.494,18.2,1,3.85,0.135,406.6,20.8,6.9,0.23,11.5,0.56,0.98
825,2.49,0.87,166.1,4,0.32,0.082,25.5,0,2.46,0.739,524.0,20.5,8.0,0.2,16.5,0.96,0.86
826,1.52,1.1,178.0,0,0.455,0.18,28.9,0,2.37,0.722,520.2,17.9,8.4,0.4,20.4,0.64,0.96
827,1.33,1.77,147.0,3,0.448,0.466,6.6,0,2.19,0.759,507.2,18.3,7.7,0.21,4.4,0.5,0.88
828,2.17,0.72,127.1,3,0.135,0.258,29.9,1,3.79,0.172,382.1,15.3,3.4,0.39,7.4,0.81,0.91
829,2.11,0.87,197.5,3,0.348,0.275,12.8,0,2.26,0.661,513.7,18.0,11.2,0.38,23.9,0.52,0.82
830,0.77,1.4,118.1,3,0.497,0.123,28.2,4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.52,0.82
831,1.45,1.13,172.8,1,0.416,0.269,24.3,0,2.32,0.884,506.7,22.5,11.7,0.28,19.3,0.69,0.81
832,1.47,0.57,159.4,4,0.151,0.068,18.3,0,2.34,0.875,513.1,23.5,11.4,0.42,8.4,0.78,0.89
833,1.5,0.58,178.9,2,0.081,0.41,28.3,0,2.38,0.713,508.4,23.2,10.9,0.49,16.0,0.88,0.99
834,0.88,1.26,160.9,3,0.065,0.429,14.2,2,2.99,0.255,464.9,21.3,5.1,0.41,6.9,0.53,0.88
835,1.17,1.41,122.9,0,0.005,0.466,15.6,0,2.34,0.839,527.1,12.6,13.1,0.34,18.8,0.83,0.86
836,0.77,0.97,106.7,0,0.052,0.088,22.7,4,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.75,0.99
837,1.57,1.28,138.8,0,0.003,0.452,18.4,1,4.28,0.202,422.6,19.6,6.1,0.35,3.8,0.54,0.92
